,age,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,sex_F,sex_M,famsize_GT3,Pstatus_T,address_U,schoolsup_YES,famsup_YES,activities_YES,paid_YES,internet_YES,nursery_YES,higher_YES,romantic_YES,school_GP
475,15,2,2,5,3,1,2,2,3,0,5,3,2,1,1,4,0,12,13,14,1,0,0,1,1,0,1,1,0,0,1,1,0,0
476,16,2,1,5,5,2,2,1,1,0,5,4,3,1,1,5,2,10,8,8,1,0,1,1,0,0,1,0,0,1,1,1,1,0
477,15,3,3,3,3,1,1,2,1,0,4,3,3,2,4,3,11,12,10,11,0,1,0,1,1,0,1,1,0,1,0,1,0,0
478,16,1,1,1,5,1,1,2,2,3,3,4,3,1,1,1,0,7,7,8,1,0,0,1,0,1,1,0,0,0,1,1,0,0
479,17,2,2,5,1,1,2,1,1,0,4,5,3,1,1,5,4,9,9,10,1,0,0,1,1,0,1,1,0,0,1,0,0,0
480,19,2,3,1,3,1,3,1,1,1,4,4,4,1,1,2,0,9,9,10,1,0,0,1,1,0,0,0,0,1,1,0,1,0
481,17,2,1,1,5,1,2,3,1,0,5,5,3,1,1,3,2,9,10,11,1,0,0,1,0,0,1,1,0,0,1,0,1,0
482,15,1,1,1,5,1,2,2,1,0,5,2,1,1,3,4,0,9,10,9,1,0,1,1,0,0,1,0,0,0,1,0,1,0
483,16,2,2,5,5,1,1,3,2,0,3,4,5,1,2,1,1,9,10,11,1,0,0,1,0,0,1,0,0,1,1,0,0,0
484,16,2,2,5,5,2,2,1,1,0,4,3,4,1,2,1,6,7,7,8,1,0,1,0,1,0,1,0,0,0,1,0,0,0
485,17,2,2,1,5,1,2,2,2,0,4,3,5,1,2,4,0,11,10,11,1,0,0,1,0,0,1,0,0,1,1,1,0,0
486,16,2,2,5,3,1,1,1,1,1,4,4,3,1,4,3,1,9,10,10,1,0,0,1,1,0,1,1,1,1,0,1,0,0
487,18,3,2,5,5,1,3,2,3,2,3,3,2,1,1,2,6,7,9,10,1,0,1,0,0,0,1,0,0,0,0,0,1,0
488,19,1,1,1,3,1,2,1,3,1,5,3,1,1,1,3,6,7,9,9,1,0,0,1,1,0,0,1,0,0,1,0,1,0
489,18,1,1,5,5,2,2,2,1,1,4,4,3,3,4,4,0,8,9,10,0,1,0,1,0,0,0,1,0,1,1,0,0,0
490,18,1,1,1,1,1,2,2,1,1,3,2,3,1,1,2,4,9,11,10,1,0,0,1,0,0,0,0,0,1,0,0,1,0
491,19,1,1,5,5,1,3,2,2,1,1,1,4,4,1,1,12,7,8,9,1,0,0,1,1,0,1,0,0,1,1,1,1,0
492,16,2,2,2,5,1,2,1,2,0,3,3,2,1,1,3,2,8,10,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0
493,17,0,1,5,1,1,1,2,1,0,2,4,4,3,5,5,5,9,9,10,1,0,0,1,1,0,0,1,0,0,0,1,0,0
494,16,1,2,1,5,1,2,1,2,0,4,4,5,1,3,3,0,8,9,9,1,0,1,1,0,0,0,1,0,1,1,0,0,0
495,16,3,3,5,5,3,2,1,1,0,4,5,4,1,1,4,0,14,13,13,1,0,0,1,1,0,0,1,0,1,1,0,1,0
496,16,1,1,3,3,2,2,1,1,0,4,4,4,2,2,4,2,14,14,14,1,0,1,1,0,0,1,1,0,1,1,1,1,0
497,17,3,3,3,1,1,2,2,4,1,5,4,5,3,4,5,0,10,11,10,0,1,0,1,1,0,1,1,1,0,1,1,0,0
498,16,2,1,5,3,1,2,1,2,0,5,3,3,1,1,1,0,14,13,14,1,0,0,1,1,0,1,1,0,1,1,1,0,0
499,16,2,2,3,5,1,2,1,1,0,4,2,5,1,2,5,0,17,16,16,1,0,0,1,1,0,1,1,1,0,1,1,1,0
500,17,1,2,5,5,1,1,1,1,1,5,3,5,5,5,1,12,6,7,7,0,1,0,1,1,0,1,1,0,1,1,0,1,0
501,16,4,3,5,5,1,1,1,1,0,4,2,5,1,5,5,8,14,12,13,0,1,1,1,1,0,0,1,0,1,1,1,0,0
502,17,2,2,3,3,4,2,3,4,1,1,3,5,3,5,3,2,10,8,9,0,1,1,1,0,0,1,0,0,0,1,1,0,0
503,16,1,1,5,5,1,3,1,4,0,2,2,1,1,1,5,0,14,14,14,1,0,0,1,1,1,1,1,0,1,1,1,0,0
504,19,2,2,5,5,2,2,1,3,0,5,4,5,1,1,1,0,12,13,13,1,0,1,1,1,0,0,0,0,1,1,1,1,0
505,17,1,1,1,5,3,2,2,1,0,4,4,5,1,2,5,0,11,11,11,1,0,0,1,0,0,1,1,0,1,0,1,1,0
506,20,3,3,1,3,4,2,2,2,1,3,3,4,2,4,3,8,11,9,10,1,0,0,1,1,0,0,1,0,1,1,1,1,0
507,17,1,1,5,3,1,1,1,3,0,4,3,3,1,1,3,0,11,11,10,1,0,1,1,1,0,1,0,0,0,1,1,1,0
508,17,2,2,5,5,1,2,3,1,1,4,4,5,1,2,5,0,10,9,9,0,1,0,1,0,0,1,0,0,1,0,1,0,0
509,16,1,1,1,5,1,1,3,2,0,5,3,2,1,1,1,0,16,17,18,1,0,1,1,0,0,1,0,0,0,1,1,0,0
510,17,2,2,5,5,3,2,2,2,0,5,3,2,1,1,1,0,15,17,17,1,0,0,1,0,0,1,1,0,0,1,1,0,0
511,17,1,0,5,5,4,2,2,2,0,4,4,5,1,1,4,1,11,9,10,1,0,0,0,1,0,0,0,0,1,1,1,1,0
512,18,1,1,1,5,4,2,1,2,1,4,3,2,1,1,5,9,7,7,7,1,0,0,1,0,0,1,0,0,1,1,1,1,0
513,16,3,1,5,5,1,2,1,1,0,3,1,3,1,3,1,0,8,6,8,1,0,0,1,1,0,0,1,0,1,1,1,0,0
514,16,3,2,3,1,1,2,1,1,0,3,1,3,1,4,3,2,7,6,7,1,0,0,1,1,0,0,0,0,1,1,1,0,0
515,18,1,1,5,1,3,2,2,2,0,2,3,5,1,4,3,8,9,8,10,1,0,1,1,1,1,0,0,0,0,1,1,0,0
516,16,4,4,2,4,3,1,1,2,0,4,3,3,2,3,2,0,14,16,16,1,0,0,1,0,0,0,1,0,1,0,1,1,0
517,16,1,2,5,5,3,2,2,1,0,5,4,5,1,4,2,0,14,14,15,1,0,1,1,0,0,0,1,0,1,1,1,0,0
518,18,2,4,5,3,3,1,1,2,1,2,3,2,1,3,1,8,8,5,8,1,0,0,0,1,0,1,0,0,1,1,1,0,0
520,16,1,1,1,5,4,2,3,2,0,4,3,2,1,3,5,6,6,8,8,1,0,1,1,1,0,1,0,0,1,1,1,0,0
521,16,2,3,1,3,4,2,2,2,0,3,3,3,1,1,2,0,8,10,10,1,0,0,1,0,0,1,1,0,1,1,1,0,0
522,16,4,4,2,2,1,2,1,2,0,4,3,4,1,2,3,4,8,8,8,1,0,0,1,1,0,1,0,0,1,1,1,1,0
523,18,4,4,1,2,2,2,1,4,0,5,5,5,5,5,5,2,5,6,6,0,1,1,1,1,0,1,1,0,1,1,0,1,0
524,16,3,4,1,5,4,2,3,2,0,4,2,1,1,1,2,2,7,9,8,1,0,1,1,0,0,1,0,0,0,0,1,0,0
525,17,4,4,5,3,2,2,1,3,0,4,4,3,1,2,5,0,15,14,16,0,1,1,1,1,0,1,0,0,1,1,1,0,0
526,17,4,1,5,5,4,2,1,1,0,4,2,3,1,2,5,1,13,14,14,1,0,0,1,0,0,0,0,0,1,1,1,1,0
527,16,2,2,3,3,4,2,4,3,0,5,1,3,2,2,3,0,10,9,10,0,1,1,1,1,0,0,0,0,0,1,1,0,0
528,17,2,2,1,5,4,2,1,1,0,5,1,3,1,2,5,5,9,9,9,1,0,0,1,0,0,1,0,1,1,1,1,0,0
529,16,4,4,3,3,4,1,2,1,0,5,1,3,1,2,5,1,11,11,11,1,0,1,1,1,0,1,0,0,0,1,1,0,0
530,17,3,3,3,3,2,2,1,1,0,4,1,4,5,5,3,8,7,10,9,0,1,0,1,1,0,1,1,0,1,1,1,0,0
531,17,1,1,1,3,4,2,3,2,0,5,1,3,3,3,1,0,10,10,10,0,1,0,1,1,0,0,0,0,1,1,1,1,0
532,16,2,1,2,3,4,2,2,2,0,4,2,2,1,4,5,2,9,7,8,0,1,0,1,1,0,0,0,0,1,0,1,1,0
533,16,2,1,5,3,4,2,1,2,0,3,2,2,1,1,3,0,14,15,16,1,0,1,1,1,0,0,0,0,1,1,1,1,0
534,16,4,4,4,2,4,1,1,1,0,4,1,2,2,5,5,0,11,12,12,0,1,1,1,1,0,1,0,0,1,1,1,0,0
535,15,1,2,5,3,1,2,3,2,0,5,5,5,1,3,5,11,9,11,10,0,1,0,1,0,0,1,1,0,0,1,1,0,0
536,15,2,2,5,5,3,2,3,4,0,5,4,5,2,3,5,8,13,14,14,0,1,1,0,1,0,1,1,0,0,1,1,0,0
537,15,2,1,3,3,1,2,1,1,0,4,3,3,1,2,5,11,12,13,12,0,1,1,0,1,0,0,1,0,1,1,1,0,0
538,16,2,2,5,5,1,2,1,3,0,4,3,3,2,2,5,2,11,11,11,1,0,1,1,0,0,1,0,0,0,0,1,1,0
539,16,4,1,5,5,2,2,2,2,0,1,2,4,2,2,1,8,9,10,10,1,0,1,1,1,0,1,1,0,1,1,1,0,0
540,17,3,2,1,5,2,2,2,1,0,4,3,3,2,2,1,5,9,11,11,1,0,0,1,1,0,0,0,0,0,1,1,1,0
541,17,2,2,5,5,4,2,2,2,0,5,1,3,1,1,5,0,11,9,11,1,0,0,1,0,1,0,0,1,0,1,1,0,0
542,16,4,4,4,3,1,2,2,3,0,5,3,5,1,4,5,1,10,11,12,1,0,0,1,1,0,1,0,0,1,1,1,1,0
543,17,4,4,2,5,1,1,3,1,3,3,3,3,1,3,5,2,9,9,8,0,1,0,1,0,0,0,1,0,1,1,1,1,0
544,17,1,3,5,5,1,1,2,1,0,5,1,2,3,3,5,2,12,11,12,0,1,1,1,0,0,0,1,0,0,1,1,1,0
545,17,3,4,3,5,4,2,1,2,1,5,4,4,3,4,5,8,8,9,8,0,1,0,1,1,0,1,1,0,1,0,1,1,0
546,17,4,4,2,2,1,1,1,2,0,5,2,5,1,1,5,0,13,15,16,1,0,0,1,1,0,1,0,0,1,1,1,0,0
547,16,4,1,5,1,4,1,1,1,0,4,1,2,2,1,2,0,10,11,11,0,1,1,1,0,0,0,0,0,1,1,1,0,0
548,17,1,1,1,1,4,2,1,2,0,4,5,5,1,2,3,2,11,10,11,1,0,0,0,1,0,0,1,0,1,1,1,1,0
549,17,4,2,5,5,1,2,2,2,0,4,3,3,2,3,5,0,17,18,18,1,0,0,1,0,1,1,0,0,1,0,1,0,0
550,16,2,2,5,3,1,1,2,2,0,4,1,2,2,2,5,0,12,13,13,0,1,1,0,1,0,1,0,0,1,0,1,1,0
551,17,3,2,5,5,4,1,2,2,0,4,1,2,2,2,1,0,13,14,13,0,1,0,1,1,0,1,0,1,1,1,1,0,0
552,19,1,1,5,5,4,2,1,2,2,4,4,3,3,4,4,2,9,9,10,0,1,0,1,1,0,1,1,0,1,1,0,0,0
553,17,1,0,5,5,2,2,1,1,0,4,1,2,1,1,5,4,11,11,12,0,1,1,0,1,0,0,0,0,0,1,1,1,0
554,17,1,1,1,1,1,1,2,1,0,3,5,5,2,2,4,3,10,11,10,1,0,0,1,0,0,1,1,0,1,1,0,1,0
555,16,1,2,5,5,2,1,1,3,0,4,3,4,1,1,3,5,13,14,13,1,0,0,1,0,1,1,0,0,1,0,1,1,0
556,16,1,2,5,1,1,2,1,1,0,4,4,4,2,4,5,4,9,10,11,0,1,1,1,0,0,0,0,0,0,1,1,0,0
557,17,3,1,5,5,1,2,2,2,3,5,4,4,1,1,5,2,7,9,10,1,0,0,1,0,0,1,1,0,1,0,1,1,0
558,17,2,2,5,5,1,2,2,1,0,5,5,5,3,5,5,0,8,13,10,0,1,0,1,0,0,0,1,0,0,1,0,1,0
559,18,1,0,1,1,1,3,3,1,1,4,3,2,1,1,4,0,12,12,13,0,1,0,1,0,1,1,0,0,0,1,1,0,0
560,17,1,1,5,3,1,2,2,1,0,4,5,5,1,3,2,0,10,9,10,0,1,0,1,0,0,1,1,0,1,0,1,1,0
561,18,1,1,1,1,1,2,2,2,0,4,3,3,1,4,5,6,10,9,10,0,1,1,1,1,0,1,1,0,0,1,1,0,0
562,16,2,2,5,3,1,1,1,2,0,5,4,3,1,1,1,0,11,13,12,1,0,1,1,0,0,0,1,0,0,1,1,1,0
564,16,3,2,3,5,1,1,2,1,0,4,5,5,2,3,5,2,11,9,10,0,1,0,1,0,0,0,0,0,1,1,1,0,0
565,16,1,1,1,5,1,2,2,1,0,4,5,5,2,4,5,0,10,10,9,0,1,1,1,0,0,0,1,0,1,1,1,0,0
566,18,1,1,3,5,1,3,2,1,1,5,3,3,2,3,5,2,9,7,9,0,1,0,1,0,0,1,0,0,1,1,0,1,0
568,19,3,2,1,3,1,2,2,1,3,3,2,1,1,1,3,4,6,11,9,0,1,0,1,1,0,0,1,0,0,1,1,0,0
569,18,3,3,1,1,1,2,1,2,2,4,4,5,1,3,3,9,4,8,8,0,1,0,1,1,0,1,1,0,1,1,0,0,0
570,16,2,2,3,3,1,2,2,1,0,5,4,3,2,4,4,6,7,8,8,0,1,0,1,0,0,1,1,0,1,1,1,1,0
571,19,2,1,1,5,1,3,2,1,3,4,4,3,1,3,5,4,8,9,9,0,1,0,1,1,0,0,1,0,1,0,0,1,0
572,16,3,2,3,1,1,2,2,2,2,2,5,5,1,1,1,8,5,5,7,1,0,0,0,1,0,1,1,0,0,1,1,1,0
573,17,1,1,5,1,1,2,1,1,0,4,3,2,1,2,5,9,7,9,10,1,0,0,1,1,0,1,1,0,0,1,1,0,0
574,20,1,1,5,5,1,3,2,1,1,4,4,3,2,4,4,12,8,11,10,0,1,0,1,0,0,1,0,0,1,1,0,1,0
575,18,4,3,3,3,1,2,1,1,0,5,4,4,3,4,2,8,10,11,10,1,0,0,0,0,0,1,0,0,1,1,1,0,0
576,18,3,2,5,5,1,2,2,1,0,2,5,5,5,5,5,8,9,10,11,0,1,0,1,0,0,1,0,0,1,0,1,0,0
577,19,1,1,5,3,2,3,3,2,1,5,4,4,3,3,2,8,10,9,11,0,1,0,1,0,0,0,0,0,1,1,1,0,0
578,17,3,3,2,5,1,2,2,2,1,4,5,4,2,3,3,4,8,9,10,0,1,0,1,1,0,1,0,0,1,1,1,0,0
579,18,1,3,1,3,1,2,1,1,0,4,3,3,2,3,3,0,9,10,9,0,1,1,1,1,0,0,0,0,1,1,0,1,0
580,19,1,1,5,5,2,3,3,1,1,4,4,4,3,3,5,4,8,9,10,0,1,0,1,0,0,1,0,0,1,1,1,0,0
581,18,1,2,1,5,1,2,2,2,2,4,3,3,1,1,5,2,6,8,8,1,0,0,0,1,0,1,0,0,0,1,1,0,0
582,19,1,1,1,5,1,2,1,1,0,1,4,4,1,1,5,0,6,8,7,1,0,1,0,1,0,1,0,0,0,1,0,0,0
584,17,0,0,1,5,1,2,2,1,0,4,4,3,1,1,5,0,10,11,11,1,0,0,1,0,0,1,0,0,1,1,1,0,0
585,17,3,1,5,1,1,3,2,3,0,4,2,3,2,2,3,5,8,7,8,1,0,1,0,0,0,1,0,1,0,1,0,0,0
587,18,2,2,3,3,1,2,1,2,1,2,3,3,1,2,4,3,7,6,8,1,0,1,1,0,0,1,1,0,1,1,1,0,0
588,17,4,1,2,1,1,2,1,1,0,3,2,2,1,1,5,0,8,10,9,1,0,0,1,1,0,1,0,0,0,1,1,1,0
589,17,1,2,1,5,1,1,1,1,0,5,5,1,1,1,3,0,7,10,10,1,0,1,1,1,0,0,0,0,1,1,1,0,0
590,18,1,1,5,5,1,2,3,2,2,3,4,4,2,2,5,3,7,8,7,1,0,0,1,1,0,0,1,0,0,1,1,1,0
591,18,2,2,3,1,3,1,2,2,0,4,3,5,1,1,1,2,12,13,14,1,0,0,1,1,0,0,1,0,1,0,1,0,0
592,17,3,3,3,3,1,2,2,1,0,4,4,3,1,1,4,0,11,12,13,1,0,0,1,1,0,1,0,0,1,1,1,0,0
593,18,1,2,1,5,3,2,2,2,0,4,4,3,1,2,4,0,12,13,14,1,0,1,0,1,0,0,0,0,1,1,1,0,0
594,18,4,4,4,4,3,2,2,2,0,4,3,5,1,2,1,0,18,18,18,1,0,0,1,1,0,0,1,0,1,0,1,0,0
595,18,4,4,3,5,3,2,1,1,0,5,4,5,1,1,5,3,17,17,17,0,1,1,1,1,0,1,1,0,1,1,1,0,0
596,17,4,2,5,5,1,2,2,2,0,4,3,3,1,2,4,0,17,18,18,1,0,0,1,1,0,1,0,0,1,1,1,0,0
598,18,1,2,1,3,2,2,2,1,0,4,1,4,5,5,1,8,10,11,11,0,1,1,1,1,0,1,0,0,0,0,1,0,0
599,18,4,4,1,3,4,2,3,1,0,2,5,5,1,1,1,5,12,13,14,0,1,0,1,0,0,1,1,1,1,1,1,1,0
600,17,1,1,5,3,4,1,3,1,0,4,2,3,3,4,4,4,12,13,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0
601,18,2,2,5,5,1,2,2,2,0,1,3,1,1,1,2,4,8,8,10,1,0,0,1,1,0,1,0,0,1,0,1,1,0
602,18,2,2,3,3,1,1,2,3,0,5,4,5,1,4,3,0,11,12,13,1,0,1,1,1,0,0,0,0,1,1,1,1,0
604,18,1,1,1,3,1,2,3,2,1,4,4,2,1,2,2,2,9,10,10,1,0,0,1,1,0,0,0,0,0,1,0,0,0
606,17,4,2,4,5,1,1,2,4,0,4,2,3,3,1,5,0,18,18,18,1,0,0,1,1,0,0,0,0,1,1,1,1,0
607,17,2,1,3,5,3,2,2,2,0,5,3,3,1,2,2,5,11,11,12,1,0,1,0,0,0,0,1,0,1,1,1,1,0
608,18,1,1,1,3,1,2,1,2,0,5,2,3,1,2,3,2,8,10,11,1,0,1,0,1,0,0,0,0,0,1,1,1,0
609,18,1,2,1,1,1,1,2,2,0,4,1,1,1,1,4,0,11,11,12,1,0,0,1,1,0,1,0,0,0,1,0,0,0
611,18,2,2,3,5,2,2,2,3,0,4,2,1,1,1,4,5,14,14,15,1,0,0,1,0,0,0,0,0,1,1,1,1,0
612,17,4,3,3,5,2,2,2,2,1,4,5,5,1,3,2,4,10,11,11,0,1,0,1,0,0,1,1,1,1,0,1,1,0
613,18,3,3,3,3,1,1,1,2,0,5,3,4,1,1,5,0,10,10,10,1,0,0,1,1,0,1,0,0,0,1,1,1,0
614,17,4,4,4,3,4,1,2,2,0,4,3,3,1,2,5,2,12,12,12,1,0,0,1,0,0,1,1,1,1,1,1,0,0
615,17,3,2,3,5,3,2,2,2,0,1,2,3,1,2,5,0,15,14,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0
616,18,1,1,5,3,2,1,2,1,0,3,3,2,1,2,3,2,14,13,14,0,1,1,1,1,0,0,0,0,1,0,1,1,0
617,18,1,1,1,3,1,1,2,3,0,5,3,2,1,1,4,0,19,17,18,1,0,1,1,1,0,0,0,0,1,1,1,0,0
618,18,1,2,1,5,1,2,3,2,0,4,3,4,1,4,5,0,16,15,15,1,0,1,0,0,0,0,0,0,0,1,1,1,0
619,18,3,3,3,3,4,2,2,2,0,4,3,2,1,3,3,6,13,12,13,1,0,0,1,1,0,1,0,0,1,1,1,1,0
620,17,4,4,1,1,1,2,1,2,0,2,3,4,1,1,1,4,15,14,15,1,0,1,1,1,0,1,1,0,1,1,1,1,0
621,17,1,2,5,3,1,1,2,2,0,3,2,2,1,2,3,0,13,13,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0
622,18,1,3,1,5,1,2,2,2,0,3,3,4,2,4,3,0,8,10,9,0,1,0,1,0,0,1,0,1,0,1,1,0,0
623,18,4,4,4,3,4,2,2,3,0,4,2,2,2,2,5,0,15,16,16,0,1,1,1,1,0,0,0,0,1,1,1,1,0
624,17,1,1,5,3,3,2,3,1,1,5,2,1,1,2,1,0,8,8,9,1,0,0,1,0,0,1,0,0,1,1,1,1,0
625,18,2,3,1,3,1,1,2,1,0,5,2,3,1,2,4,0,10,10,10,1,0,0,1,1,0,1,0,0,1,1,1,1,0
627,18,1,2,1,3,4,1,3,1,0,4,3,3,2,3,3,3,9,10,10,0,1,1,1,0,0,1,1,0,1,1,0,1,0
628,17,2,2,5,1,2,2,1,3,0,3,4,3,1,1,3,8,10,11,12,1,0,0,1,1,0,0,1,0,0,1,1,1,0
629,17,1,2,5,5,1,2,1,1,0,3,5,5,1,3,1,4,7,8,9,1,0,0,1,0,0,0,1,0,1,1,1,0,0
630,18,4,4,5,5,3,2,2,3,0,5,4,4,1,1,1,0,15,17,17,1,0,1,1,0,0,0,0,0,1,1,1,0,0
631,18,1,1,5,5,2,2,4,3,0,4,3,2,1,2,4,4,10,11,12,1,0,0,1,0,0,0,0,0,1,1,1,0,0
632,19,1,1,1,5,1,3,2,2,1,4,3,3,1,1,3,4,7,8,9,1,0,0,1,0,0,1,0,0,1,1,1,1,0
633,18,4,4,4,3,1,2,1,2,0,5,4,3,3,4,2,1,13,14,14,1,0,1,1,0,0,0,1,0,1,1,1,0,0
634,18,3,3,5,5,2,2,1,2,0,4,1,3,1,2,1,1,16,16,16,1,0,0,1,1,0,0,0,0,1,1,1,1,0
635,17,3,1,1,5,3,2,1,2,0,4,5,4,2,3,1,10,8,9,9,1,0,0,1,0,0,1,1,0,1,0,1,0,0
636,18,4,4,4,4,2,1,1,2,0,3,2,4,1,4,2,4,17,18,19,0,1,0,1,1,0,0,1,0,1,0,1,0,0
638,17,2,3,5,3,2,1,2,2,0,4,4,3,1,1,3,4,14,15,16,0,1,0,1,1,0,0,1,0,1,1,1,0,0
641,18,2,2,1,5,4,2,2,3,0,5,3,3,1,3,4,0,14,17,15,1,0,0,1,0,0,0,0,0,0,1,1,0,0
642,17,4,3,4,5,4,2,2,2,0,5,5,4,1,1,1,0,6,9,11,1,0,0,1,1,0,0,0,0,1,1,1,0,0
643,18,4,4,4,1,3,2,3,1,0,4,4,3,2,2,5,4,7,9,10,1,0,0,1,0,0,1,1,0,1,1,1,1,0
644,19,2,3,3,5,1,2,1,3,1,5,4,2,1,2,5,4,10,11,10,1,0,0,1,0,0,0,1,0,1,0,1,0,0
645,18,3,1,4,3,1,2,1,2,0,4,3,4,1,1,1,4,15,15,16,1,0,1,1,1,0,1,0,0,1,1,1,0,0
646,18,1,1,5,5,1,2,2,2,0,1,1,1,1,1,5,6,11,12,9,1,0,0,1,1,0,0,1,0,0,1,1,0,0
647,17,3,1,3,3,1,2,2,1,0,2,4,5,3,4,2,6,10,10,10,0,1,1,1,1,0,0,0,0,1,0,1,0,0
648,18,3,2,3,5,1,2,3,1,0,4,4,1,3,4,5,4,10,11,11,0,1,1,1,0,0,0,0,0,1,0,1,0,0
